time_s,method1_time_s,method2_time_s,x_method1_interp_m,y_method1_interp_m,x_method2_corrected_interp_m,y_method2_corrected_interp_m,x_kalman_m,y_kalman_m,vx_kalman_mps,vy_kalman_mps,kalman_position_std_x_m,kalman_position_std_y_m
0.0,161.82375081204466,212.321,-3.3996051205401985,4.7708082065005835,-4.18673679614176,5.092583987839091,-4.186638429274027,5.092543775919403,-0.6732093841701419,0.05800901129225977,0.04999375117161826,0.04999375117161826
0.09999999999999432,161.92375081204466,212.421,-3.3802409164909717,5.307958070997769,-4.086795130034484,4.962319652474556,-4.253959367691038,5.098344677048629,-0.6732093841701419,0.05800901129225977,0.23874879729579465,0.23874879729579465
0.19999999999998863,162.02375081204465,212.521,-3.463203121106026,5.672214219814828,-3.986853463927208,4.832055317110021,-3.6943671001208775,5.220695244839729,0.5172291950259513,-2.181736043007354,0.038665628525263875,0.038665628525263875
0.29999999999998295,162.12375081204465,212.62099999999998,-3.8746722227639623,5.481415434156127,-4.233020179821638,4.710419959382984,-3.6426441806182854,5.002521640539006,0.5172291950259513,-2.181736043007354,0.1303267187868162,0.1303267187868162
0.39999999999997726,162.22375081204464,212.72099999999998,-4.286141324421899,5.2906166484974255,-4.479186895716069,4.588784601655946,-4.453607734893797,4.594416192420312,-4.9441922244475505,-3.3841402438341026,0.04927482249883658,0.04927482249883658
0.4999999999999716,162.32375081204464,212.82099999999997,-4.433766062344426,5.0685704497256285,-3.8257852385078452,4.852830755906297,-4.7325530460192535,5.092833998051149,-3.604865596074427,1.817376480608571,0.10209328404032822,0.10209328404032822
0.5999999999999659,162.42375081204463,212.92099999999996,-4.487484033647747,4.835402756868749,-3.1723835812993655,5.116876910156757,-3.251804339850011,5.1233977214787965,9.089100408952568,0.7751432061272536,0.048955315092414166,0.048955315092414166
0.6999999999999602,162.52375081204463,213.02099999999996,-4.492405151505437,4.653423452906121,-4.211764946782386,5.349046692347242,-4.409183111008152,4.650278706143931,-8.775535017589409,-3.985500002616149,0.060493992952715916,0.060493992952715916
0.7999999999999545,162.62375081204462,213.12099999999995,-4.340669711978238,4.635778449539058,-5.251146312265888,5.581216474537719,-5.254202891371672,5.467036923450291,-8.494016400241225,6.530723607300098,0.04780474968683244,0.04780474968683244
0.8999999999999488,162.7237508120446,213.22099999999995,-4.188934272451038,4.618133446171995,-4.338451929318277,5.179717918394739,-6.103604531395746,6.120109284180264,-8.494016400241225,6.530723607300098,0.14188543179303093,0.14188543179303093
