method,sample_index,nominal_hz,time_s,x_m,y_m,time_rel_s,dt_s,dx_m,dy_m,segment_distance_m,speed_fd_mps
method1,0,4.0,221.0,1.10202600461593,4.56143993708724,0.0,,,,,
method1,1,4.0,221.25,1.08953295080594,4.56054189523267,0.25,0.25,-0.012493053809990107,-0.0008980418545698754,0.012525289324876596,0.050101157299506385
method1,2,4.0,221.5,1.07704267901524,4.55958119990508,0.5,0.25,-0.012490271790699836,-0.0009606953275902441,0.012527163482528908,0.05010865393011563
method1,3,4.0,221.75,1.06455550349688,4.55855785647854,0.75,0.25,-0.012487175518359983,-0.0010233434265396468,0.012529037640416395,0.05011615056166558
method1,4,4.0,222.0,1.05207173851966,4.55747187190354,1.0,0.25,-0.012483764977220035,-0.0010859845749999764,0.012530911798572499,0.050123647194289994
method1,5,4.0,222.25,1.03959169836029,4.55632325470727,1.25,0.25,-0.012480040159370098,-0.0011486171962697966,0.012532785956963324,0.050131143827853296
method1,6,4.0,222.5,1.02711569729541,4.55511201499389,1.5,0.25,-0.012476001064879894,-0.0012112397133803299,0.012534660115621559,0.050138640462486235
method1,7,4.0,222.75,1.01464404959375,4.55383816444472,1.75,0.25,-0.012471647701659982,-0.0012738505491700636,0.012536534274509108,0.050146137098036433
method1,8,4.0,223.0,1.00217706950813,4.55250171631845,2.0,0.25,-0.012466980085620083,-0.0013364481262696515,0.012538408433667225,0.0501536337346689
method1,9,4.0,223.25,0.989715071267612,4.55110268545123,2.25,0.25,-0.012461998240517969,-0.0013990308672200413,0.012540282593072112,0.05016113037228845
method1,10,4.0,223.5,0.977258369069555,4.54964108825679,2.5,0.25,-0.012456702198057057,-0.0014615971944405004,0.012542156752723028,0.050168627010892114
method1,11,4.0,223.75,0.964807277071688,4.54811694272649,2.75,0.25,-0.012451091997866981,-0.0015241455302996698,0.012544030912624524,0.050176123650498096
method1,12,4.0,224.0,0.952362109384191,4.54653026842932,3.0,0.25,-0.012445167687497039,-0.0015866742971697434,0.0125459050727805,0.050183620291122
method1,13,4.0,224.25,0.939923180061778,4.54488108651191,3.25,0.25,-0.012438929322412973,-0.0016491819174104805,0.012547779233183017,0.050191116932732066
method1,14,4.0,224.5,0.927490803095765,4.5431694196984,3.5,0.25,-0.012432376966012959,-0.001711666813509538,0.012549653393839988,0.05019861357535995
method1,15,4.0,224.75,0.915065292406152,4.54139529229042,3.75,0.25,-0.012425510689613062,-0.0017741274079803304,0.012551527554741513,0.05020611021896605
method1,16,4.0,225.0,0.902646961833687,4.53955873016686,4.0,0.25,-0.012418330572464997,-0.0018365621235600926,0.012553401715898142,0.050213606863592566
method1,17,4.0,225.25,0.890236125131951,4.53765976078375,4.25,0.25,-0.012410836701735928,-0.0018989693831095167,0.012555275877301257,0.05022110350920503
method1,18,4.0,225.5,0.877833095959424,4.53569841317399,4.5,0.25,-0.012403029172527003,-0.001961347609760189,0.012557150038956605,0.05022860015582642
method1,19,4.0,225.75,0.865438187871564,4.53367471794712,4.75,0.25,-0.012394908087860035,-0.0020236952268701813,0.01255902420085873,0.05023609680343492
method1,20,4.0,226.0,0.853051714312875,4.53158870728898,5.0,0.25,-0.012386473558689048,-0.0020860106581404025,0.012560898363014418,0.05024359345205767
method1,21,4.0,226.25,0.840673988608989,4.5294404149614,5.25,0.25,-0.012377725703885956,-0.0021482923275799592,0.012562772525417229,0.050251090101668915
method1,22,4.0,226.5,0.828305323958735,4.52722987630181,5.5,0.25,-0.012368664650253991,-0.002210538659589645,0.012564646688068197,0.05025858675227279
method1,23,4.0,226.75,0.815946033426219,4.52495712822277,5.75,0.25,-0.012359290532516054,-0.002272748079040099,0.012566520850972294,0.050266083403889175
method1,24,4.0,227.0,0.803596429932901,4.52262220921159,6.0,0.25,-0.012349603493317929,-0.002334919011179437,0.012568395014119247,0.05027358005647699
method1,25,4.0,227.25,0.791256826249669,4.52022515932973,6.25,0.25,-0.012339603683232059,-0.0023970498818606245,0.012570269177522103,0.05028107671008841
method1,26,4.0,227.5,0.778927534988926,4.51776602021234,6.5,0.25,-0.012329291260743003,-0.002459139117389597,0.012572143341169375,0.0502885733646775
method1,27,4.0,227.75,0.766608868596664,4.51524483506763,6.75,0.25,-0.012318666392261979,-0.002521185144710003,0.012574017505067788,0.05029607002027115
method1,28,4.0,228.0,0.754301139344557,4.51266164867626,7.0,0.25,-0.012307729252106991,-0.00258318639137034,0.012575891669211017,0.05030356667684407
method1,29,4.0,228.25,0.742004659322035,4.51001650739065,7.25,0.25,-0.012296480022522038,-0.0026451412856101086,0.012577765833609826,0.050311063334439306
method1,30,4.0,228.5,0.729719740428383,4.50730945913435,7.5,0.25,-0.01228491889365202,-0.002707048256299416,0.01257963999824884,0.05031855999299536
method1,31,4.0,228.75,0.717446694364822,4.5045405534012,7.75,0.25,-0.012273046063560944,-0.002768905733150362,0.012581514163142755,0.05032605665257102
method1,32,4.0,229.0,0.70518583262661,4.50170984125462,8.0,0.25,-0.012260861738211948,-0.002830712146580261,0.012583388328282121,0.050333553313128485
method1,33,4.0,229.25,0.692937466495131,4.49881737532676,8.25,0.25,-0.01224836613147906,-0.0028924659278599663,0.012585262493670688,0.05034104997468275
method1,34,4.0,229.5,0.680701907030001,4.49586320981764,8.5,0.25,-0.012235559465129997,-0.002954165509120088,0.012587136659304492,0.05034854663721797
method1,35,4.0,229.75,0.668479465061162,4.49284740049424,8.75,0.25,-0.012222441968839037,-0.003015809323399843,0.012589010825189694,0.050356043300758775
method1,36,4.0,230.0,0.656270451180995,4.48977000468957,9.0,0.25,-0.01220901388016693,-0.0030773958046701466,0.0125908849913225,0.05036353996529
method1,37,4.0,230.25,0.644075175736425,4.4866310813017,9.25,0.25,-0.012195275444569997,-0.0031389233878700296,0.012592759157700485,0.05037103663080194
method1,38,4.0,230.5,0.631893948821037,4.48343069079271,9.5,0.25,-0.012181226915388033,-0.003200390508989237,0.012594633324325177,0.05037853329730071
method1,39,4.0,230.75,0.619727080267193,4.48016889518762,9.75,0.25,-0.012166868553843968,-0.003261795605090434,0.012596507491201855,0.05038602996480742
method1,40,4.0,231.0,0.607574879638149,4.47684575807335,10.0,0.25,-0.012152200629043985,-0.003323137114270125,0.012598381658323287,0.05039352663329315
method1,41,4.0,231.25,0.595437656220189,4.47346134459752,10.25,0.25,-0.012137223417960086,-0.0033844134758300726,0.012600255825690956,0.050401023302763824
method1,42,4.0,231.5,0.58331571901475,4.47001572146728,10.5,0.25,-0.01212193720543897,-0.0034456231302399942,0.012602129993308687,0.05040851997323475
method1,43,4.0,231.75,0.571209376730559,4.46650895694813,10.75,0.25,-0.01210634228419094,-0.0035067645191499963,0.012604004161168737,0.050416016644674946
method1,44,4.0,232.0,0.559118937775777,4.46294112086259,11.0,0.25,-0.012090438954782012,-0.0035678360855397884,0.01260587832927917,0.05042351331711668
method1,45,4.0,232.25,0.547044710250138,4.45931228458896,11.25,0.25,-0.012074227525639025,-0.003628836273629865,0.012607752497638545,0.05043100999055418
method1,46,4.0,232.5,0.534987001937108,4.45562252105997,11.5,0.25,-0.012057708313029991,-0.0036897635289898645,0.012609626666241007,0.05043850666496403
method1,47,4.0,232.75,0.522946120296038,4.45187190476138,11.75,0.25,-0.012040881641069978,-0.0037506162985900815,0.012611500835091183,0.05044600334036473
method1,48,4.0,233.0,0.510922372454328,4.44806051173058,12.0,0.25,-0.012023747841710009,-0.0038113930308005806,0.012613375004187473,0.05045350001674989
method1,49,4.0,233.25,0.498916065199598,4.44418841955513,12.25,0.25,-0.012006307254730009,-0.003872092175449815,0.012615249173526542,0.05046099669410617
method1,50,4.0,233.5,0.486927504971859,4.44025570737123,12.5,0.25,-0.011988560227739031,-0.003932712183900122,0.012617123343120753,0.05046849337248301
method1,51,4.0,233.75,0.4749569978557,4.43626245586226,12.75,0.25,-0.01197050711615899,-0.003993251508969564,0.012618997512952474,0.050475990051809895
method1,52,4.0,234.0,0.463004849572473,4.43220874725712,13.0,0.25,-0.011952148283226993,-0.004053708605139761,0.012620871683034818,0.050483486732139274
method1,53,4.0,234.25,0.451071365472491,4.42809466532867,13.25,0.25,-0.011933484099982017,-0.004114081928450197,0.012622745853360278,0.05049098341344111
method1,54,4.0,234.5,0.439156850527227,4.42392029539203,13.5,0.25,-0.011914514945263965,-0.004174369936640332,0.012624620023939135,0.05049848009575654
method1,55,4.0,234.75,0.427261609321531,4.41968572430296,13.75,0.25,-0.011895241205696017,-0.004234571089069661,0.012626494194750697,0.05050597677900279
method1,56,4.0,235.0,0.415385946045838,4.41539104045602,14.0,0.25,-0.011875663275693005,-0.004294683846939762,0.012628368365818635,0.05051347346327454
method1,57,4.0,235.25,0.4035301644884,4.41103633378289,14.25,0.25,-0.011855781557437994,-0.004354706673129982,0.01263024253712848,0.05052097014851392
method1,58,4.0,235.5,0.391694568027515,4.40662169575052,14.5,0.25,-0.011835596460885,-0.0044146380323706325,0.012632116708682152,0.05052846683472861
method1,59,4.0,235.75,0.379879459623772,4.40214721935926,14.75,0.25,-0.011815108403743002,-0.004474476391259863,0.012633990880483507,0.05053596352193403
method1,60,4.0,236.0,0.368085141812295,4.39761299914101,15.0,0.25,-0.011794317811476995,-0.00453422021825034,0.012635865052528603,0.05054346021011441
method1,61,4.0,236.25,0.356311916695004,4.39301913115726,15.25,0.25,-0.011773225117291009,-0.004593867983749611,0.012637739224819113,0.05055095689927645
method1,62,4.0,236.5,0.344560085932883,4.38836571299713,15.5,0.25,-0.011751830762120996,-0.004653418160129874,0.01263961339735357,0.05055845358941428
method1,63,4.0,236.75,0.332829950738248,4.38365284377537,15.75,0.25,-0.011730135194635005,-0.004712869221759952,0.012641487570132996,0.050565950280531985
method1,64,4.0,237.0,0.321121811867041,4.37888062413028,16.0,0.25,-0.01170813887120703,-0.0047722196450905585,0.012643361743162192,0.05057344697264877
method1,65,4.0,237.25,0.309435969611118,4.37404915622168,16.25,0.25,-0.011685842255922951,-0.00483146790859923,0.01264523591642871,0.05058094366571484
method1,66,4.0,237.5,0.297772723790551,4.36915854372874,16.5,0.25,-0.011663245820567048,-0.004890612492940427,0.012647110089940693,0.050588440359762774
method1,67,4.0,237.75,0.286132373745942,4.36420889184781,16.75,0.25,-0.01164035004460895,-0.004949651880929551,0.012648984263703431,0.050595937054813724
