time_s,method1_time_s,method2_time_s,x_method1_interp_m,y_method1_interp_m,x_method2_filter_input_interp_m,y_method2_filter_input_interp_m,x_kalman_m,y_kalman_m,vx_kalman_mps,vy_kalman_mps,kalman_position_std_x_m,kalman_position_std_y_m,x_problem4_filter_m,y_problem4_filter_m,vx_problem4_filter_mps,vy_problem4_filter_mps,ax_problem4_filter_mps2,ay_problem4_filter_mps2
0.0,469.05,101.1019705115126,49.6771293276998,-5.51230635336737,53.58858646207407,0.0417980523280975,50.71439802849242,-4.027260576695547,-4.171667059327703,0.4302213612267875,2.302986260272128,2.312479538592941,50.71439802849242,-4.027260576695547,0.0,0.0,0.0,0.0
0.1000000000000227,469.15,101.20197051151264,51.25585930387832,-3.538317572711434,52.91657342623803,0.0068288832032526,52.10008333257967,-2.045936952194934,-4.123339886206169,0.4817547919549174,1.639159114538362,1.6569767282255534,52.08651182057862,-2.065342193246824,0.13639369561058776,0.19502267257153985,0.006785756000528281,0.009702620525949439
0.2000000000000454,469.25000000000006,101.30197051151264,52.83458928005684,-1.5643287920554982,51.1488923913749,0.155801782133938,51.68774934395896,-1.9977614729994315,-4.123339886206169,0.4817547919549174,1.6888174791487436,1.706174208689451,51.81979218522504,-2.013138436186493,-1.2241921196724446,0.35451809377522203,-0.1912802583979349,0.03276826939271288
0.3000000000000682,469.3500000000001,101.40197051151269,52.784868025913056,-0.8961898243319555,50.75304634181717,-1.1652327640245574,51.3076236951083,-1.0592229706384946,-4.076142368065863,0.9113057739362624,1.3287478056190571,1.3438687770763489,51.43089389022685,-1.3503779893867374,-2.54267539721378,3.426775239160094,-0.49659440630694596,0.7538975445841702
0.4000000000000909,469.4500000000001,101.5019705115127,51.10669554145068,-1.5339006695378352,50.891472345062446,-3.058773408756321,50.90000945830162,-0.9680923932448476,-4.076142368065863,0.9113057739362624,1.4628628555085543,1.4769460062625823,50.99590434519404,-0.9806291015993943,-3.3137603056257934,3.596479726991776,-0.7782749960735481,0.790722734304683
0.5000000000001137,469.5500000000001,101.60197051151272,49.42852305698992,-2.1716115147450425,49.66552567345397,-2.868675425068356,50.37807495681955,-1.7962464283548432,-4.249724309787807,-0.1000926927734043,1.2817547580666124,1.2947048621561346,50.48957093093084,-1.3309390997044643,-3.9854298937712804,1.1972645280689806,-1.1534804167557793,-0.7751260183913538
0.6000000000001364,469.65000000000015,101.70197051151274,49.18435948458923,-3.9772543401098654,47.90821320523795,-1.8670877948648623,49.95310252584068,-1.806255697632186,-4.249724309787807,-0.1000926927734043,1.4885664634632578,1.500719801584484,50.009955214541776,-1.5519430274195416,-4.340556190603295,0.04717911180501222,-1.3740426450736793,-1.7617419641468235
0.7000000000001592,469.75000000000017,101.80197051151276,48.940195912188535,-5.782897165474688,48.83422016674946,0.6757651083227694,48.68100930287835,-1.7394218404428092,-5.461610385219518,0.0087867379633599,1.44997187997972,1.4640147187347663,49.08242444504086,-1.656524248852248,-5.981460901513886,-0.43948802040360135,-3.133586566885937,-2.1251112995193235
0.8000000000001819,469.8500000000002,101.9019705115128,47.93875316800574,-4.137316989283358,50.80526723541463,3.818876038261655,48.21498265592057,-2.704448622443295,-5.3382591239086885,-1.4663101570150388,1.5511020357535883,1.5638711778800785,48.33230335806602,-2.2449542893957863,-6.715266031689237,-2.2987057280014307,-3.690230638696498,-4.305244829613129
0.9000000000002046,469.9500000000002,102.0019705115128,46.18003125204602,0.959486188440585,51.57600826599813,3.2391966314767453,48.90770793762805,-0.1162407555289525,-3.532701906708088,2.533652545941312,1.4938634814756762,1.5093832721181866,48.3171150346837,-1.2271115411376454,-5.001142805686078,1.1890463955323978,-0.815846210629791,1.1013045410770994
1.0000000000002274,470.0500000000002,102.10197051151285,44.42130933609489,6.056289366151031,51.87928055739436,1.2096469001635204,47.6681224009572,1.407457538991325,-4.941546545271901,4.540664267650541,1.556217268054073,1.570602058106752,47.73605854460492,0.22975392858075483,-5.317651816436094,5.371696822845818,-1.137241413666499,6.67283496158078
1.10000000000025,470.15000000000026,102.20197051151284,46.44027960059219,5.216909562139152,51.60773639790621,-0.219034650271706,48.82192202148093,1.533451047190461,-2.6039139823194715,4.07776012480358,1.488822276143419,1.505585448942507,48.05444926439829,1.1868252374746269,-2.8761625275740013,7.193031607569137,2.23346622698561,8.195200745218074
