time_s,method1_time_s,method2_time_s,x_method1_interp_m,y_method1_interp_m,x_method2_filter_input_interp_m,y_method2_filter_input_interp_m,x_kalman_m,y_kalman_m,vx_kalman_mps,vy_kalman_mps,kalman_position_std_x_m,kalman_position_std_y_m
0.0,469.05,101.1334798791301,49.6771293276998,-5.51230635336737,54.13695917021856,-0.09759350999267583,51.063944448225605,-3.8375956728756178,-5.264067988573288,0.8828169393199854,2.4938201935487,2.4871225089136546
0.10000000000002274,469.15000000000003,101.23347987913013,51.25585930387832,-3.538317572711434,52.36927813535543,0.05137938893800953,50.537537649368154,-3.749313978943599,-5.264067988573288,0.8828169393199854,2.503846880704666,2.4971760888267696
0.20000000000004547,469.25000000000006,101.33347987913015,52.83458928005684,-1.5643287920554982,50.667927321509815,0.12927528533223215,50.29376367944716,-1.9121322142385497,-5.220416876605605,1.154336737571241,1.8863127569679317,1.8692614229832045
0.3000000000000682,469.3500000000001,101.43347987913018,52.784868025913056,-0.8961898243319555,50.8063533247551,-1.7642653593995317,50.42789478897802,-1.5640656780794133,-5.0741292765474535,1.20667584287155,1.7468532308997262,1.732030717189585
0.40000000000009095,469.4500000000001,101.5334798791302,51.10669554145068,-1.5339006695378352,50.878809920568905,-3.557059039499424,50.21266375275275,-2.076737440344793,-4.948985359551431,0.9320842344663601,1.5260564007336597,1.5098230541648068
0.5000000000001137,469.5500000000001,101.63347987913022,49.428523056989924,-2.1716115147450425,49.12149745235288,-2.5554714092959303,49.678545757776,-2.0089028348175524,-4.971818762444037,0.9171097811300057,1.4934469225302587,1.4791524374093081
0.6000000000001364,469.65000000000015,101.73347987913024,49.18435948458923,-3.9772543401098654,47.49392738956104,-1.4793613567157502,48.753695955527824,-1.8362019435910115,-5.26967928449913,0.9742593188025847,1.38835716668649,1.3735248446630357
0.7000000000001592,469.75000000000017,101.83347987913027,48.940195912188535,-5.782897165474688,49.4649744582262,1.663749573223135,48.22672802707779,-1.738776011710731,-5.26967928449913,0.9742593188025847,1.4980184542214314,1.483481445653822
0.8000000000001819,469.8500000000002,101.93347987913029,47.93875316800574,-4.137316989283358,51.3779849804771,4.626858164330846,48.60767124896697,-0.717154094986898,-4.4953651754370405,1.8159945719708155,1.3394356289881006,1.325605546634421
0.9000000000002046,469.9500000000002,102.03347987913031,46.18003125204602,0.959486188440585,51.681257271873335,2.597308433017621,48.15813473142317,-0.5355546377897751,-4.4953651754370405,1.8159945719708155,1.464462315942696,1.450762921904371
1.0000000000002274,470.05000000000024,102.13347987913033,44.42130933609489,6.056289366151031,51.956736350060986,0.5968115540291752,48.28647679245894,0.5418754723303978,-3.9687319538029353,2.6446713201508296,1.3203766427774088,1.306971272854773
1.1000000000002501,470.15000000000026,102.23347987913036,46.44027960059219,5.216909562139152,51.46132534908988,-0.597857101343971,47.889603597078555,0.8063426043455408,-3.9687319538029353,2.6446713201508296,1.4482152215277495,1.4346753075663092
1.2000000000002728,470.2500000000003,102.33347987913038,48.45924986508949,4.377529758127274,50.95055216547475,-1.7068272391564898,48.32629039002239,0.3878739509302043,-3.2140124893175166,2.0217945881911623,1.3848029696098605,1.3700945558936073
1.3000000000002956,470.3500000000003,102.4334798791304,48.18353220991288,3.978818547796196,50.01368380151909,-0.4388092795708507,48.15901830163108,0.9980814137858286,-3.0811852285915546,2.3757806219945805,1.4270042856037293,1.4132575190842127
