time_s,method1_time_s,method2_time_s,x_method1_interp_m,y_method1_interp_m,x_method2_filter_input_interp_m,y_method2_filter_input_interp_m,x_kalman_m,y_kalman_m,vx_kalman_mps,vy_kalman_mps,kalman_position_std_x_m,kalman_position_std_y_m
0.0,469.05,101.1317406580277,49.6771293276998,-5.51230635336737,54.08171118037084,-0.27006243150521364,51.02993347737559,-3.9044468650564808,-5.26424832087244,0.8679880839914231,2.4784497531324448,2.476740077945734
0.10000000000002274,469.15000000000003,101.23174065802772,51.25585930387832,-3.538317572711434,52.314030145507715,-0.12108953257452829,50.50350864528823,-3.8176480566573185,-5.26424832087244,0.8679880839914231,2.488538209609551,2.4868354701481707
0.20000000000004547,469.25000000000006,101.33174065802774,52.83458928005684,-1.5643287920554982,50.579527915820776,-0.007669809609320483,50.23974097068037,-2.0256333308181205,-5.2228394366929,1.137181347848587,1.8773931367548398,1.8604208937432372
0.3000000000000682,469.3500000000001,101.43174065802776,52.784868025913056,-0.8961898243319555,50.717953919066055,-1.9012104543410844,50.396220321123636,-1.6558622062105608,-5.070569488303747,1.1949955333699807,1.7352140279659292,1.7220657762992766
0.40000000000009095,469.4500000000001,101.53174065802779,51.10669554145068,-1.5339006695378352,50.82338159842204,-3.7443568163405256,50.1667016297346,-2.193040940611067,-4.949950920609698,0.9066746101671653,1.5175708098144076,1.5012705950974243
0.5000000000001137,469.5500000000001,101.63174065802781,49.428523056989924,-2.1716115147450425,49.06606913020602,-2.742769186137032,49.63810114569462,-2.1118036617803773,-4.9696598504291245,0.901074787843758,1.4834625927401348,1.4701130791622534
0.6000000000001364,469.65000000000015,101.73174065802783,49.18435948458923,-3.9772543401098654,47.373654651574974,-1.7039049586989035,48.70642940737812,-1.957065740203095,-5.2758317988586345,0.9471505972600316,1.3804471032059569,1.3654428393592863
0.7000000000001592,469.75000000000017,101.83174065802785,48.940195912188535,-5.782897165474688,49.34470172024014,1.4392059712399814,48.17884622749213,-1.8623506804770704,-5.2758317988586345,0.9471505972600316,1.4902249294098049,1.4754157808247141
0.8000000000001819,469.8500000000002,101.93174065802788,47.93875316800574,-4.137316989283358,51.28671853335799,4.492278568124315,48.556388743805265,-0.845390847247334,-4.498160133043873,1.7947527537591172,1.3317318075024305,1.3177461703259428
0.9000000000002046,469.9500000000002,102.0317406580279,46.18003125204602,0.959486188440585,51.58999082475423,2.46272883681109,48.10657273050077,-0.6659155718713815,-4.498160133043873,1.7947527537591172,1.4567243352087835,1.4428186113310135
1.0000000000002274,470.05000000000024,102.13174065802792,44.42130933609489,6.056289366151031,51.879360771304164,0.4477115299698562,48.22312848062757,0.42106167418014173,-3.9781266310240038,2.638177399301431,1.312490484694248,1.2990558122977878
1.1000000000002501,470.15000000000026,102.23174065802795,46.44027960059219,5.216909562139152,51.38394977033306,-0.7469571254032901,47.82531581752508,0.6848794141103448,-3.9781266310240038,2.638177399301431,1.440108188978412,1.4265344965295113
1.2000000000002728,470.2500000000003,102.33174065802797,48.45924986508949,4.377529758127274,50.8808545063331,-1.8987588285094295,48.25544870189268,0.2525070967636672,-3.2249367333715813,2.000124951129581,1.3777881492541222,1.3622999491826489
1.3000000000002956,470.3500000000003,102.43174065802799,48.18353220991288,3.978818547796196,49.94398614237745,-0.6307408689237901,48.09882501291982,0.8806999873926126,-3.0815533879344335,2.3727970845204225,1.4183614895921257,1.404800931300555
