time_s,method1_time_s,method2_time_s,x_method1_interp_m,y_method1_interp_m,x_method2_filter_input_interp_m,y_method2_filter_input_interp_m,x_kalman_m,y_kalman_m,vx_kalman_mps,vy_kalman_mps,kalman_position_std_x_m,kalman_position_std_y_m
0.0,469.05,101.1019705115126,49.6771293276998,-5.51230635336737,53.58858646207407,0.041798052328097524,50.71439802849242,-4.027260576695547,-4.171667059327703,0.43022136122678756,2.302986260272128,2.3124795385929415
0.10000000000002274,469.15000000000003,101.20197051151263,51.25585930387832,-3.538317572711434,52.91657342623803,0.0068288832032526725,52.100083332579665,-2.045936952194934,-4.123339886206169,0.4817547919549174,1.639159114538362,1.6569767282255534
0.20000000000004547,469.25000000000006,101.30197051151265,52.83458928005684,-1.5643287920554982,51.1488923913749,0.155801782133938,51.687749343958956,-1.9977614729994315,-4.123339886206169,0.4817547919549174,1.6888174791487436,1.7061742086894507
0.3000000000000682,469.3500000000001,101.40197051151267,52.784868025913056,-0.8961898243319555,50.75304634181717,-1.1652327640245574,51.3076236951083,-1.0592229706384946,-4.076142368065863,0.9113057739362624,1.3287478056190571,1.3438687770763487
0.40000000000009095,469.4500000000001,101.5019705115127,51.10669554145068,-1.5339006695378352,50.891472345062446,-3.058773408756321,50.90000945830162,-0.9680923932448476,-4.076142368065863,0.9113057739362624,1.4628628555085545,1.4769460062625825
0.5000000000001137,469.5500000000001,101.60197051151272,49.428523056989924,-2.1716115147450425,49.66552567345397,-2.868675425068356,50.37807495681955,-1.7962464283548432,-4.249724309787807,-0.10009269277340438,1.2817547580666124,1.2947048621561346
0.6000000000001364,469.65000000000015,101.70197051151274,49.18435948458923,-3.9772543401098654,47.90821320523795,-1.8670877948648625,49.95310252584068,-1.806255697632186,-4.249724309787807,-0.10009269277340438,1.4885664634632578,1.500719801584484
0.7000000000001592,469.75000000000017,101.80197051151276,48.940195912188535,-5.782897165474688,48.83422016674946,0.6757651083227694,48.68100930287835,-1.7394218404428092,-5.461610385219518,0.008786737963359922,1.44997187997972,1.4640147187347665
0.8000000000001819,469.8500000000002,101.90197051151279,47.93875316800574,-4.137316989283358,50.80526723541463,3.8188760382616547,48.21498265592057,-2.704448622443295,-5.3382591239086885,-1.4663101570150388,1.5511020357535883,1.5638711778800785
0.9000000000002046,469.9500000000002,102.00197051151281,46.18003125204602,0.959486188440585,51.57600826599813,3.2391966314767453,48.907707937628054,-0.11624075552895255,-3.5327019067080876,2.5336525459413117,1.4938634814756762,1.5093832721181866
