time_s,method1_time_s,method2_time_s,x_method1_m,y_method1_m,x_method2_corrected_m,y_method2_corrected_m,x_fused_m,y_fused_m,x_smooth_m,y_smooth_m
0.0,270.39949999999203,468.8317,-0.9322291316716323,3.2686229640165783,-0.93224842887106,3.26860449332362,-0.9322387802713461,3.268613728670099,-0.9322387802713461,3.268613728670099
0.10000000000002274,270.49949999999205,468.93170000000003,-0.9347613494268358,3.2641295480705175,-0.9347695799266031,3.264104426899734,-0.9347654646767194,3.2641169874851257,-0.9347654646767194,3.2641169874851257
0.20000000000004547,270.5994999999921,469.03170000000006,-0.9372715250380806,3.259622928048689,-0.9372907309821464,3.2596043604758473,-0.9372811280101135,3.2596136442622683,-0.9372811280101135,3.2596136442622683
0.3000000000000682,270.6994999999921,469.1317000000001,-0.9397815898847812,3.25511624167472,-0.9397941374361511,3.255093712613061,-0.9397878636604662,3.2551049771438905,-0.9397878636604662,3.2551049771438905
0.40000000000009095,270.7994999999921,469.2317000000001,-0.9422806546852811,3.2506030404977055,-0.9422975438901557,3.2505830647502747,-0.9422890992877184,3.25059305262399,-0.9422890992877184,3.25059305262399
0.5000000000001137,270.89949999999214,469.3317000000001,-0.9447684972164213,3.2460831929054605,-0.944783161425286,3.2460619054125837,-0.9447758293208537,3.246072549159022,-0.9447758293208537,3.246072549159022
0.6000000000001364,270.99949999999217,469.43170000000015,-0.9472563397475614,3.2415633453132155,-0.9472687789604162,3.2415407460748926,-0.9472625593539887,3.2415520456940543,-0.9472625593539887,3.2415520456940543
0.7000000000001592,271.0994999999922,469.53170000000017,-0.9497220025503594,3.2370305113329185,-0.9497365635351687,3.2370091454115424,-0.949729283042764,3.2370198283722305,-0.949729283042764,3.2370198283722305
0.8000000000001819,271.1994999999922,469.6317000000002,-0.9521875538972344,3.23249761209439,-0.9522043481099213,3.2324775447481926,-0.9521959510035778,3.232487578421291,-0.9521959510035778,3.232487578421291
0.9000000000002046,271.29949999999224,469.7317000000002,-0.9546420372853119,3.2279583067071345,-0.9546542559593969,3.2279355730925863,-0.9546481466223544,3.2279469398998604,-0.9546481466223544,3.2279469398998604
