time_s,method1_time_s,method2_time_s,x_method1_m,y_method1_m,x_method2_corrected_m,y_method2_corrected_m,x_fused_m,y_fused_m,x_smooth_m,y_smooth_m
0.0,469.05,101.10600000000824,49.6771293276998,-5.51230635336737,53.59856794017537,-0.15091027768672172,51.63784863393759,-2.8316083155270455,51.44802758036178,-2.344330630791037
0.10000000000002274,469.15000000000003,101.20600000000826,51.25585930387832,-3.538317572711434,52.76904287556655,-0.15943613702994058,52.01245108972243,-1.8488768548706873,51.16028951997455,-2.358559472229452
0.20000000000004547,469.25000000000006,101.30600000000828,52.83458928005684,-1.5643287920554982,51.001361840703424,-0.010463238099255256,51.91797556038013,-0.7873960150773768,50.91037315084755,-2.3353563812670983
0.3000000000000682,469.3500000000001,101.4060000000083,52.784868025913056,-0.8961898243319555,50.68232215496069,-1.413800632521345,51.73359509043687,-1.1549952284266503,50.70452970556066,-2.094485512753371
0.40000000000009095,469.4500000000001,101.50600000000833,51.10669554145068,-1.5339006695378352,50.82074815820597,-3.307341277253109,50.963721849828325,-2.420620973395472,50.45072336581197,-1.6577650076634705
0.5000000000001137,469.5500000000001,101.60600000000835,49.428523056989924,-2.1716115147450425,49.518412922982705,-3.0005844327928517,49.47346798998632,-2.586097973768947,50.13076022494716,-1.0816238913736955
0.6000000000001364,469.65000000000015,101.70600000000837,49.18435948458923,-3.9772543401098654,47.76110045476668,-1.9989968025893583,48.47272996967796,-2.9881255713496118,49.888762686519925,-0.6070473167902799
0.7000000000001592,469.75000000000017,101.8060000000084,48.940195912188535,-5.782897165474688,48.8373412348926,0.6301485355923802,48.88876857354057,-2.576374314941154,49.68196307318162,-0.3142667140567616
0.8000000000001819,469.8500000000002,101.90600000000842,47.93875316800574,-4.137316989283358,50.80838830355777,3.7732594655312655,49.373570735781755,-0.1820287618760461,49.43345049650836,-0.10533609849198972
0.9000000000002046,469.9500000000002,102.00600000000844,46.18003125204602,0.959486188440585,51.511926541358164,2.985148292483144,48.84597889670209,1.9723172404618645,49.04227823806721,0.19655696114682342
1.0000000000002274,470.05000000000024,102.10600000000846,44.42130933609489,6.056289366151031,51.815198832754405,0.9555985611699191,48.11825408442465,3.5059439636604752,48.67010975590341,0.6600895322005667
1.1000000000002501,470.15000000000026,102.20600000000849,46.44027960059219,5.216909562139152,51.51147182188378,-0.43944155235809695,48.97587571123799,2.388734004890528,48.552800477438055,1.1135828349165733
1.2000000000002728,470.2500000000003,102.30600000000851,48.45924986508949,4.377529758127274,51.01606082091267,-1.6341102077312433,49.73765534300108,1.3717097751980152,48.47212203638558,1.4791238640584567
1.3000000000002956,470.3500000000003,102.40600000000853,48.18353220991288,3.978818547796196,50.185142224035715,-0.957137035525969,49.1843372169743,1.5108407561351136,48.24077364261292,1.767463893316519
1.4000000000003183,470.45000000000033,102.50600000000856,45.613126635088456,4.02077593114091,49.24827386008006,0.31088092405967016,47.430700247584255,2.1658284276002897,48.04342421412335,2.0215602000652586
1.500000000000341,470.55000000000035,102.60600000000858,43.042721060274246,4.062733314480553,50.69701603177869,1.2937413019108548,46.86986854602647,2.678237308195704,48.03355017903869,2.297041531540734
1.6000000000003638,470.6500000000004,102.7060000000086,43.46702295514134,2.618104795062946,52.89910889859355,2.186551917151311,48.18306592686744,2.4023283561071285,48.10928244515743,2.2836734245585717
1.7000000000003865,470.7500000000004,102.80600000000862,43.89132485000844,1.1734762756453394,51.279209386193045,0.8921752227768671,47.585267118100745,1.0328257492111033,48.05954385114685,2.2183562026848653
1.8000000000004093,470.8500000000004,102.90600000000865,44.235507571578694,2.283624214418989,48.452364912504244,-1.0928922006239161,46.343936242041465,0.5953660068975364,47.86657468877681,2.0440477098215446
1.900000000000432,470.95000000000044,103.00600000000867,44.4995711198534,5.948548611343233,49.90588292493932,-0.722487386623056,47.20272702239636,2.613030612360088,47.56958234517414,1.681929372895192
2.0000000000004547,471.05000000000047,103.10600000000869,44.7636346681373,9.613473008232088,52.71109435340446,0.39175076515210305,48.73736451077088,5.002611886692096,47.292354390211074,1.2591215811240404
2.1000000000004775,471.1500000000005,103.20600000000871,47.05082703575446,5.496377100951464,50.85179098770705,1.2214124727619082,48.95130901173076,3.358894786856686,47.09706433502149,1.035474912958332
2.2000000000005002,471.2500000000005,103.30600000000874,49.33801940337162,1.37928119367084,47.519482950871534,1.9612079348886833,48.428751177121576,1.6702445642797616,46.80179601868777,0.907965960136835
2.300000000000523,471.35000000000053,103.40600000000876,49.31054703668565,-1.4058862283093079,45.91944207717565,0.3145189357122853,47.614994556930654,-0.5456836462985113,46.427287980238304,0.8303617774245649
2.4000000000005457,471.45000000000056,103.50600000000878,46.96840993574392,-2.8591251650162346,44.866432938945835,-2.0857967350933015,45.91742143734488,-2.472460950054768,45.991004401390754,0.7294749812102157
2.5000000000005684,471.5500000000006,103.6060000000088,44.62627283482295,-4.312364101699158,44.13611265115823,-0.6577504620655978,44.38119274299059,-2.485057281882378,45.33622586514592,0.4143322892633565
2.600000000000591,471.6500000000006,103.70600000000883,45.9356617723156,-1.5430042969496642,43.50769410556644,1.9792522136954847,44.72167793894102,0.2181239583729102,44.63649848099911,-0.04641889660906821
2.700000000000614,471.7500000000006,103.80600000000885,47.245050709808254,1.2263555077998296,42.62517818458472,0.7731042423414922,44.93511444719648,0.9997298750706609,43.958244996433386,-0.29167379350472783
2.8000000000006366,471.85000000000065,103.90600000000887,45.26893640311036,2.005029727318881,41.662420987202914,-1.6466702485666183,43.46567869515664,0.1791797393761314,43.321685811428765,-0.3865715252257973
2.9000000000006594,471.95000000000067,104.0060000000089,40.00731885230408,0.7930183616572797,43.08231489713277,-1.8217958645778902,41.54481687471842,-0.5143887514603053,42.67972061498405,-0.3769541101548918
3.000000000000682,472.0500000000007,104.10600000000892,34.74570130155856,-0.4189930039863043,45.25462494584768,-1.2880849941244183,40.00016312370312,-0.8535389990553613,42.23796554563072,-0.31829192272836365
3.100000000000705,472.1500000000007,104.20600000000894,38.39072908988583,1.0103283022492944,43.689997480426264,-1.141630618058447,41.04036328515605,-0.06565115790457632,42.016494004870395,-0.14102822745421353
3.2000000000007276,472.25000000000074,104.30600000000896,42.0357568782131,2.439649608484893,40.94528448480263,-1.117467766476032,41.49052068150786,0.6610909210044305,41.77380574573017,-0.14266245365916502
3.3000000000007503,472.35000000000076,104.40600000000899,43.78966554195175,1.5565889599383496,39.06353474218971,-0.30384992924235554,41.426600142070725,0.626369515347997,41.47559588998413,-0.17357896039396548
