time_s,method1_time_s,method2_time_s,x_method1_m,y_method1_m,x_method2_corrected_m,y_method2_corrected_m,x_fused_m,y_fused_m,x_smooth_m,y_smooth_m
0.0,469.05,101.10600000000824,49.6771293276998,-5.51230635336737,53.59856794017537,-0.15091027768672172,51.63784863393759,-2.8316083155270455,42.868233778801,-1.1842100065539487
0.10000000000002274,469.15000000000003,101.20600000000826,51.25585930387832,-3.538317572711434,52.76904287556655,-0.15943613702994058,52.01245108972243,-1.8488768548706873,42.75018282187673,-1.1809916873470747
0.20000000000004547,469.25000000000006,101.30600000000828,52.83458928005684,-1.5643287920554982,51.001361840703424,-0.010463238099255256,51.91797556038013,-0.7873960150773768,42.622585876973325,-1.1771570932299784
0.3000000000000682,469.3500000000001,101.4060000000083,52.784868025913056,-0.8961898243319555,50.68232215496069,-1.413800632521345,51.73359509043687,-1.1549952284266503,42.4883828251285,-1.1718421560227605
0.40000000000009095,469.4500000000001,101.50600000000833,51.10669554145068,-1.5339006695378352,50.82074815820597,-3.307341277253109,50.963721849828325,-2.420620973395472,42.36036368174574,-1.1757824734094837
0.5000000000001137,469.5500000000001,101.60600000000835,49.428523056989924,-2.1716115147450425,49.518412922982705,-3.0005844327928517,49.47346798998632,-2.586097973768947,42.240899955884224,-1.1924499700306188
0.6000000000001364,469.65000000000015,101.70600000000837,49.18435948458923,-3.9772543401098654,47.76110045476668,-1.9989968025893583,48.47272996967796,-2.9881255713496118,42.11388117820536,-1.1958295209346423
0.7000000000001592,469.75000000000017,101.8060000000084,48.940195912188535,-5.782897165474688,48.8373412348926,0.6301485355923802,48.88876857354057,-2.576374314941154,41.97871023676822,-1.1815435428199517
0.8000000000001819,469.8500000000002,101.90600000000842,47.93875316800574,-4.137316989283358,50.80838830355777,3.7732594655312655,49.373570735781755,-0.1820287618760461,41.845638318772274,-1.1652592776690096
0.9000000000002046,469.9500000000002,102.00600000000844,46.18003125204602,0.959486188440585,51.511926541358164,2.985148292483144,48.84597889670209,1.9723172404618645,41.723837654847,-1.157425985379184
1.0000000000002274,470.05000000000024,102.10600000000846,44.42130933609489,6.056289366151031,51.815198832754405,0.9555985611699191,48.11825408442465,3.5059439636604752,41.60881704892885,-1.1554208772220496
